date,nav,scheme_name,scheme_code
26-02-2017,3375.28920,HDFC Money Market Fund - Growth Option - Direct Plan,119092
23-02-2017,3373.44340,HDFC Money Market Fund - Growth Option - Direct Plan,119092
22-02-2017,3372.80980,HDFC Money Market Fund - Growth Option - Direct Plan,119092
21-02-2017,3372.19640,HDFC Money Market Fund - Growth Option - Direct Plan,119092
20-02-2017,3371.59290,HDFC Money Market Fund - Growth Option - Direct Plan,119092
19-02-2017,3370.99160,HDFC Money Market Fund - Growth Option - Direct Plan,119092
17-02-2017,3369.78840,HDFC Money Market Fund - Growth Option - Direct Plan,119092
16-02-2017,3369.13930,HDFC Money Market Fund - Growth Option - Direct Plan,119092
15-02-2017,3368.53950,HDFC Money Market Fund - Growth Option - Direct Plan,119092
14-02-2017,3367.92340,HDFC Money Market Fund - Growth Option - Direct Plan,119092
13-02-2017,3367.29510,HDFC Money Market Fund - Growth Option - Direct Plan,119092
12-02-2017,3366.66530,HDFC Money Market Fund - Growth Option - Direct Plan,119092
10-02-2017,3365.41490,HDFC Money Market Fund - Growth Option - Direct Plan,119092
09-02-2017,3364.79570,HDFC Money Market Fund - Growth Option - Direct Plan,119092
08-02-2017,3364.19480,HDFC Money Market Fund - Growth Option - Direct Plan,119092
07-02-2017,3363.83160,HDFC Money Market Fund - Growth Option - Direct Plan,119092
06-02-2017,3363.23560,HDFC Money Market Fund - Growth Option - Direct Plan,119092
05-02-2017,3362.63270,HDFC Money Market Fund - Growth Option - Direct Plan,119092
03-02-2017,3361.38760,HDFC Money Market Fund - Growth Option - Direct Plan,119092
02-02-2017,3360.75520,HDFC Money Market Fund - Growth Option - Direct Plan,119092
01-02-2017,3360.15530,HDFC Money Market Fund - Growth Option - Direct Plan,119092
31-01-2017,3359.53640,HDFC Money Market Fund - Growth Option - Direct Plan,119092
30-01-2017,3358.92660,HDFC Money Market Fund - Growth Option - Direct Plan,119092
29-01-2017,3358.31870,HDFC Money Market Fund - Growth Option - Direct Plan,119092
27-01-2017,3357.11710,HDFC Money Market Fund - Growth Option - Direct Plan,119092
26-01-2017,3356.51870,HDFC Money Market Fund - Growth Option - Direct Plan,119092
25-01-2017,3355.88440,HDFC Money Market Fund - Growth Option - Direct Plan,119092
24-01-2017,3355.33100,HDFC Money Market Fund - Growth Option - Direct Plan,119092
23-01-2017,3354.72810,HDFC Money Market Fund - Growth Option - Direct Plan,119092
22-01-2017,3354.13070,HDFC Money Market Fund - Growth Option - Direct Plan,119092
20-01-2017,3352.91190,HDFC Money Market Fund - Growth Option - Direct Plan,119092
19-01-2017,3352.31530,HDFC Money Market Fund - Growth Option - Direct Plan,119092
18-01-2017,3351.71460,HDFC Money Market Fund - Growth Option - Direct Plan,119092
17-01-2017,3351.10520,HDFC Money Market Fund - Growth Option - Direct Plan,119092
16-01-2017,3350.51950,HDFC Money Market Fund - Growth Option - Direct Plan,119092
15-01-2017,3349.92920,HDFC Money Market Fund - Growth Option - Direct Plan,119092
13-01-2017,3348.73210,HDFC Money Market Fund - Growth Option - Direct Plan,119092
12-01-2017,3348.13440,HDFC Money Market Fund - Growth Option - Direct Plan,119092
11-01-2017,3347.54910,HDFC Money Market Fund - Growth Option - Direct Plan,119092
